epoch,train_loss,train_loss_sd,val_accuracy
67,0.09008602117971769,0.03624702023211137,0.7785399314061734
68,0.10296695246287281,0.0478479176094401,0.7834394904458599
69,0.0878535792054165,0.03970483876494264,0.7746202841744243
70,0.08131993689116031,0.025981682805177625,0.7829495345418912
71,0.09901765420559853,0.04384933984490974,0.7878490935815776
72,0.06853553153101415,0.03320529909821397,0.7893189612934836
73,0.08116581013041829,0.03846489673015197,0.7868691817736404
74,0.06476056948304176,0.03413849227889995,0.7834394904458599
75,0.060899960350186105,0.027433286766643025,0.7790298873101421
76,0.07502355840471056,0.03258582443905749,0.7790298873101421
77,0.07271069415386706,0.03277669894461949,0.7760901518863302
78,0.07889039232026017,0.03780030787606633,0.7550220480156786
79,0.08509014267474413,0.03488614235740979,0.787359137677609
80,0.06396860326270735,0.03416160976439209,0.7863792258696717
81,0.06131988020968579,0.02873502556648598,0.787359137677609
82,0.06540579750897392,0.041889050451403224,0.7951984321411073
83,0.05677294045952814,0.023936462284062304,0.7902988731014209
84,0.05229859278049497,0.02636305227627255,0.792748652621264
85,0.061255385182679645,0.03446052493423781,0.7716805487506124
86,0.08273232748938932,0.03966886220180109,0.7839294463498285
87,0.04864494028013377,0.029303375578949485,0.7902988731014209
88,0.05472060295915793,0.028856338208050284,0.7839294463498285
89,0.06034047146224313,0.03387457472826165,0.7707006369426752
90,0.05346882140027389,0.031848727246914725,0.7726604605585498
91,0.05424497159759677,0.03236629662317619,0.7672709456148946
92,0.0743411181583291,0.0384390059888655,0.7785399314061734
93,0.05093206027670512,0.031240297970011845,0.7770700636942676
94,0.054360165925962586,0.030116311697546073,0.79421852033317
95,0.047841801141787856,0.026155875234660984,0.773640372366487
96,0.05101882894006041,0.025249383529587582,0.7878490935815776
97,0.04351145321769374,0.024672907424130277,0.7800097991180793
98,0.046885518371940604,0.02619820942869931,0.7849093581577657
99,0.043559523875869456,0.022860899593216744,0.7775600195982362
